Function_id	Function_name	Number_pathway	Pathway_ids	Pathway_names
K03415	two-component system, chemotaxis family, chemotaxis protein CheV	0		
K02661	type IV pilus assembly protein PilK	0		
K02660	twitching motility protein PilJ	0		
K02659	twitching motility protein PilI	0		
K06596	chemosensory pili system protein ChpA (sensor histidine kinase/response regulator)	0		
K02657	twitching motility two-component system response regulator PilG	0		
K02658	twitching motility two-component system response regulator PilH	0		
K11525	methyl-accepting chemotaxis protein PixJ	0		
K11524	positive phototaxis protein PixI	0		
K11526	two-component system, chemotaxis family, sensor histidine kinase and response regulator PixL	0		
K11522	two-component system, chemotaxis family, response regulator PixG	0		
K11523	two-component system, chemotaxis family, response regulator PixH	0		
K06597	chemosensory pili system protein ChpB (putative protein-glutamate methylesterase)	0		
K06598	chemosensory pili system protein ChpC	0		
K13486	chemotaxis protein methyltransferase WspC	0		
K13487	methyl-accepting chemotaxis protein WspA	0		
K13488	chemotaxis-related protein WspB	0		
K13489	chemotaxis-related protein WspD	0		
K13490	two-component system, chemotaxis family, sensor histidine kinase and response regulator WspE	0		
K13491	two-component system, chemotaxis family, response regulator WspF [EC:3.1.1.61]	0		
K11444	two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]	0		
K11354	two-component system, chemotaxis family, sensor kinase Cph1 [EC:2.7.13.3]	0		
K11355	two-component system, chemotaxis family, response regulator Rcp1	0		
K07716	two-component system, cell cycle sensor histidine kinase PleC [EC:2.7.13.3]	0		
K02488	two-component system, cell cycle response regulator [EC:2.7.7.65]	0		
K11357	two-component system, cell cycle sensor histidine kinase DivJ [EC:2.7.13.3]	0		
K11443	two-component system, cell cycle response regulator DivK	0		
K13587	two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]	0		
K13588	histidine phosphotransferase ChpT	0		
K13584	two-component system, cell cycle response regulator CtrA	0		
K13589	two-component system, cell cycle response regulator CpdR	0		
K02489	two-component system, glycerol uptake and utilization sensor kinase [EC:2.7.13.3]	0		
K18444	two-component system, glycerol uptake and utilization response regulator	0		
K10910	autoinducer 2-binding periplasmic protein LuxP	0		
K10909	two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ [EC:2.7.13.3 3.1.3.-]	0		
K10916	two-component system, CAI-1 autoinducer sensor kinase/phosphatase CqsS [EC:2.7.13.3 3.1.3.-]	0		
K15850	two-component system, autoinducer 1 sensor kinase/phosphatase LuxN [EC:2.7.13.3 3.1.3.-]	0		
K10911	two-component system, phosphorelay protein LuxU	0		
K10912	two-component system, repressor protein LuxO	0		
K15851	quorum regulatory RNA Qrr	0		
K10913	TetR/AcrR family transcriptional regulator, hemagglutinin/protease regulatory protein	0		
K03400	long-chain-fatty-acyl-CoA reductase [EC:1.2.1.50]	0		
K15853	acyl transferase [EC:2.3.1.-]	0		
K00494	alkanal monooxygenase alpha chain [EC:1.14.14.3]	0		
K15854	alkanal monooxygenase beta chain [EC:1.14.14.3]	0		
K06046	long-chain-fatty-acid---luciferin-component ligase [EC:6.2.1.19]	0		
K11711	two-component system, LuxR family, sensor histidine kinase DctS [EC:2.7.13.3]	0		
K11712	two-component system, LuxR family, response regulator DctR	0		
K11688	C4-dicarboxylate-binding protein DctP	0		
K11689	C4-dicarboxylate transporter, DctQ subunit	0		
K11690	C4-dicarboxylate transporter, DctM subunit	0		
K13040	two-component system, LuxR family, sensor histidine kinase TtrS [EC:2.7.13.3]	0		
K13041	two-component system, LuxR family, response regulator TtrR	0		
K14986	two-component system, LuxR family, sensor kinase FixL [EC:2.7.13.3]	0		
K14987	two-component system, LuxR family, response regulator FixJ	0		
K15861	CRP/FNR family transcriptional regulator, nitrogen fixation regulation protein	0		
K14978	two-component system, LuxR family, secretion system sensor histidine kinase SsrA	0		
K14979	two-component system, LuxR family, secretion system response regulator SsrB	0		
K10941	sigma-54 dependent transcriptional regulator, flagellar regulatory protein	0		
K10942	two-component system, sensor histidine kinase FlrB [EC:2.7.13.3]	0		
K10943	two-component system, response regulator FlrC	0		
K17060	two-component system, sensor histidine kinase AauS [EC:2.7.13.3]	0		
K17061	two-component system, response regulator AauR	0		
K11231	osomolarity two-component system, sensor histidine kinase SLN1 [EC:2.7.13.3]	0		
K19690	osomolarity two-component system, sensor histidine kinase CHK1 [EC:2.7.13.3]	0		
K19691	osomolarity two-component system, sensor histidine kinase NIK1 [EC:2.7.13.3]	0		
K19692	osomolarity two-component system, sensor histidine kinase TcsA [EC:2.7.13.3]	0		
K11232	osomolarity two-component system, phosphorelay intermediate protein YPD1	0		
K11233	osomolarity two-component system, response regulator SSK1	0		
K11230	mitogen-activated protein kinase kinase kinase [EC:2.7.11.25]	0		
K15859	osomolarity two-component system, response regulator SKN7	0		
K10715	two-component system, sensor histidine kinase RpfC [EC:2.7.13.3]	0		
K13815	two-component system, response regulator RpfG	0		
K10914	CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	0		
K13816	DSF synthase	0		
K07717	two-component system, sensor histidine kinase GlnK [EC:2.7.13.3]	0		
K07719	two-component system, response regulator GlnL	0		
K11626	putative sodium/glutamine symporter	0		
K25211	hexose phosphate transport regulatory protein HptA	0		
K25212	two-component system, sensor histidine kinase HptS [EC:2.7.13.3]	0		
K25213	two-component system, response regulator HptR	0		
K07718	two-component system, sensor histidine kinase YesM [EC:2.7.13.3]	0		
K07720	two-component system, response regulator YesN	0		
K11356	two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]	0		
K15011	two-component system, sensor histidine kinase RegB [EC:2.7.13.3]	0		
K15012	two-component system, response regulator RegA	0		
K08930	light-harvesting protein B-800-850 alpha chain	0		
K08939	light-harvesting protein B-800-850 beta chain	0		
K13994	photosynthetic reaction center PufX protein	0		
K08929	photosynthetic reaction center M subunit	0		
K08928	photosynthetic reaction center L subunit	0		
K08926	light-harvesting complex 1 alpha chain	0		
K08927	light-harvesting complex 1 beta chain	0		
K13991	photosynthetic reaction center H subunit	0		
K19616	two-component system, sensor histidine kinase and response regulator FitF [EC:2.7.13.3]	0		
K19617	two-component system, response regulator FitH	0		
K19618	LysR family transcriptional regulator, activator of insecticidal toxin	0		
K12530	ATP-binding cassette, subfamily B, bacterial RtxB	0		
K12532	membrane fusion protein, RTX toxin transport system	0		
K12531	ATP-binding cassette, subfamily B, bacterial RtxE	0		
K19615	insecticidal toxin	0		
K19620	extracellular factor (EF) 3-hydroxypalmitic acid methyl ester biosynthesis protein	0		
K19621	two-component system, sensor histidine kinase PhcS [EC:2.7.13.3]	0		
K19622	two-component system, response regulator PhcR	0		
K19624	LysR family transcriptional regulator, virulence genes transcriptional regulator	0		
K19667	transcriptional activator of eps genes	0		
K01991	polysaccharide biosynthesis/export protein	0		
K25307	low molecular weight protein-tyrosine phosphatase [EC:3.1.3.48]	0		
K16692	tyrosine-protein kinase Etk/Wzc [EC:2.7.10.3]	0		
K16712	EPS I polysaccharide export inner membrane protein EpsE	0		
K16713	EPS I polysaccharide export inner membrane protein EpsF	0		
K19666	LuxR family transcriptional regulator, quorum-sensing system regulator SolR	0		
K23514	RNA polymerase sigma-19 factor, ECF subfamily	0		
K07165	transmembrane sensor	0		
K20973	two-component system, sensor histidine kinase SagS [EC:2.7.13.3]	0		
K20974	two-component system, sensor histidine kinase [EC:2.7.13.3]	0		
K20975	two-component system, sensor histidine kinase [EC:2.7.13.3]	0		
K20976	histidine phosphotransfer protein HptB	0		
K20977	two-component system, HptB-dependent secretion and biofilm response regulator	0		
K20978	HptB-dependent secretion and biofilm anti anti-sigma factor	0		
K02398	negative regulator of flagellin synthesis FlgM	0		
K04344	voltage-dependent calcium channel P/Q type alpha-1A	0		
K04849	voltage-dependent calcium channel N type alpha-1B	0		
K04850	voltage-dependent calcium channel L type alpha-1C	0		
K04851	voltage-dependent calcium channel L type alpha-1D	0		
K04852	voltage-dependent calcium channel R type alpha-1E	0		
K04853	voltage-dependent calcium channel L type alpha-1F	0		
K04854	voltage-dependent calcium channel T type alpha-1G	0		
K04855	voltage-dependent calcium channel T type alpha-1H	0		
K04856	voltage-dependent calcium channel T type alpha-1I	0		
K04857	voltage-dependent calcium channel L type alpha-1S	0		
K04858	voltage-dependent calcium channel alpha-2/delta-1	0		
K04859	voltage-dependent calcium channel alpha-2/delta-2	0		
K04860	voltage-dependent calcium channel alpha-2/delta-3	0		
K04861	voltage-dependent calcium channel alpha-2/delta-4	0		
K04862	voltage-dependent calcium channel beta-1	0		
K04863	voltage-dependent calcium channel beta-2	0		
K04864	voltage-dependent calcium channel beta-3	0		
K04865	voltage-dependent calcium channel beta-4	0		
K04866	voltage-dependent calcium channel gamma-1	0		
K04867	voltage-dependent calcium channel gamma-2	0		
K04868	voltage-dependent calcium channel gamma-3	0		
K04869	voltage-dependent calcium channel gamma-4	0		
K04870	voltage-dependent calcium channel gamma-5	0		
K04871	voltage-dependent calcium channel gamma-6	0		
K04872	voltage-dependent calcium channel gamma-7	0		
K04873	voltage-dependent calcium channel gamma-8	0		
K04345	protein kinase A [EC:2.7.11.11]	0		
K02677	classical protein kinase C alpha type [EC:2.7.11.13]	0		
K19662	classical protein kinase C beta type [EC:2.7.11.13]	0		
K19663	classical protein kinase C gamma type [EC:2.7.11.13]	0		
K04346	guanine nucleotide-binding protein subunit alpha-12	0		
K04347	guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	0		
K04348	serine/threonine-protein phosphatase 2B catalytic subunit [EC:3.1.3.16]	0		
K06268	serine/threonine-protein phosphatase 2B regulatory subunit	0		
K04349	Ras-specific guanine nucleotide-releasing factor 1	0		
K12326	Ras-specific guanine nucleotide-releasing factor 2	0		
K04350	RAS guanyl-releasing protein 1	0		
K12361	RAS guanyl-releasing protein 2	0		
K12362	RAS guanyl-releasing protein 3	0		
K12363	RAS guanyl-releasing protein 4	0		
K08018	Rap guanine nucleotide exchange factor 2	0		
K08052	neurofibromin 1	0		
K04352	Ras GTPase-activating protein 1	0		
K08053	Ras GTPase-activating protein 2	0		
K04353	Ras-related protein Rap-1A	0		
K07836	Ras-related protein Rap-1B	0		
K04357	epidermal growth factor	0		
K08774	transforming growth factor, alpha	0		
K09784	epiregulin	0		
K09782	amphiregulin	0		
K18496	fibroblast growth factor 1	0		
K18497	fibroblast growth factor 2	0		
K04358	fibroblast growth factor	0		
K22603	fibroblast growth factor 19	0		
K22429	fibroblast growth factor 21	0		
K22428	fibroblast growth factor 23	0		
K05451	nerve growth factor, alpha	0		
K02582	nerve growth factor, beta	0		
K04355	brain-derived neurotrophic factor	0		
K04356	neurotrophin 3	0		
K12457	neurotrophin 4	0		
K04526	insulin	0		
K05459	insulin-like growth factor 1	0		
K13769	insulin-like growth factor 2	0		
K04359	platelet-derived growth factor subunit A	0		
K17386	platelet-derived growth factor subunit B	0		
K05450	platelet derived growth factor C/D	0		
K05453	macrophage colony-stimulating factor 1	0		
K05461	KIT ligand	0		
K05454	fms-related tyrosine kinase 3 ligand	0		
K05448	vascular endothelial growth factor A	0		
K16858	vascular endothelial growth factor B	0		
K16859	placenta growth factor	0		
K05449	vascular endothelial growth factor C/D	0		
K05460	hepatocyte growth factor	0		
K05465	angiopoietin 1	0		
K05466	angiopoietin 2	0		
K05467	angiopoietin 4	0		
K05462	ephrin-A	0		
K05452	glial cell derived neurotrophic factor	0		
K25414	neurturin	0		
K25415	artemin	0		
K25416	persephin	0		
K04361	epidermal growth factor receptor [EC:2.7.10.1]	0		
K05083	receptor tyrosine-protein kinase erbB-2 [EC:2.7.10.1]	0		
K05084	receptor tyrosine-protein kinase erbB-3 [EC:2.7.10.1]	0		
K05085	receptor tyrosine-protein kinase erbB-4 [EC:2.7.10.1]	0		
K04362	fibroblast growth factor receptor 1 [EC:2.7.10.1]	0		
K05093	fibroblast growth factor receptor 2 [EC:2.7.10.1]	0		
K05094	fibroblast growth factor receptor 3 [EC:2.7.10.1]	0		
K05095	fibroblast growth factor receptor 4 [EC:2.7.10.1]	0		
K03176	neurotrophic tyrosine kinase receptor type 1 [EC:2.7.10.1]	0		
K04360	neurotrophic tyrosine kinase receptor type 2 [EC:2.7.10.1]	0		
K04527	insulin receptor [EC:2.7.10.1]	0		
K05087	insulin-like growth factor 1 receptor [EC:2.7.10.1]	0		
K04363	platelet-derived growth factor receptor alpha [EC:2.7.10.1]	0		
K05089	platelet-derived growth factor receptor beta [EC:2.7.10.1]	0		
K05090	macrophage colony-stimulating factor 1 receptor [EC:2.7.10.1]	0		
K05091	proto-oncogene tyrosine-protein kinase Kit [EC:2.7.10.1]	0		
K05092	fms-related tyrosine kinase 3 [EC:2.7.10.1]	0		
K05096	FMS-like tyrosine kinase 1 [EC:2.7.10.1]	0		
K05097	FMS-like tyrosine kinase 4 [EC:2.7.10.1]	0		
K05098	kinase insert domain protein receptor [EC:2.7.10.1]	0		
K05099	proto-oncogene tyrosine-protein kinase Met [EC:2.7.10.1]	0		
K05121	endothelial-specific receptor tyrosine kinase [EC:2.7.10.1]	0		
K05103	Eph receptor A2 [EC:2.7.10.1]	0		
K05126	proto-oncogene tyrosine-protein kinase Ret [EC:2.7.10.1]	0		
K04364	growth factor receptor-bound protein 2	0		
K03099	son of sevenless	0		
K02833	GTPase HRas	0		
K07827	GTPase KRas	0		
K07828	GTPase NRas	0		
K07829	Ras-related protein R-Ras	0		
K07830	Ras-related protein R-Ras2	0		
K07831	Ras-related protein M-Ras	0		
K08845	A-Raf proto-oncogene serine/threonine-protein kinase [EC:2.7.11.1]	0		
K04365	B-Raf proto-oncogene serine/threonine-protein kinase [EC:2.7.11.1]	0		
K04366	RAF proto-oncogene serine/threonine-protein kinase [EC:2.7.11.1]	0		
K04368	mitogen-activated protein kinase kinase 1 [EC:2.7.12.2]	0		
K04369	mitogen-activated protein kinase kinase 2 [EC:2.7.12.2]	0		
K04370	ragulator complex protein LAMTOR3	0		
K04371	mitogen-activated protein kinase 1/3 [EC:2.7.11.24]	0		
K04372	MAP kinase interacting serine/threonine kinase [EC:2.7.11.1]	0		
K04373	ribosomal protein S6 kinase alpha-1/2/3/6 [EC:2.7.11.1]	0		
K04375	ETS domain-containing protein Elk-1	0		
K04376	ETS domain-containing protein Elk-4	0		
K04377	Myc proto-oncogene protein	0		
K04378	serum response factor	0		
K04379	proto-oncogene protein c-fos	0		
