classification	db_link	observation_name	observation_sum	BHT0.LOT01	BHT0.LOT03	BHT0.LOT04	BHT0.LOT05	BHT0.LOT06	BHT0.LOT07	BHT0.LOT08	BHT0.LOT10	CDT0.LOT02	CDT0.LOT04	CDT0.LOT05	CDT0.LOT06	CDT0.LOT07	CDT0.LOT08	CDT0.LOT09	CDT0.LOT10	DLT0.LOT01	DLT0.LOT03	DLT0.LOT04	DLT0.LOT05	DLT0.LOT06	DLT0.LOT07	DLT0.LOT08	DLT0.LOT10	FCT0.LOT01	FCT0.LOT02	FCT0.LOT03	FCT0.LOT05	FCT0.LOT06	FCT0.LOT07	FCT0.LOT08	FCT0.LOT10	FST0.LOT01	FST0.LOT02	FST0.LOT03	FST0.LOT05	FST0.LOT06	FST0.LOT07	FST0.LOT08	FST0.LOT10	MVT0.LOT01	MVT0.LOT03	MVT0.LOT05	MVT0.LOT06	MVT0.LOT07	MVT0.LOT08	MVT0.LOT09	MVT0.LOT10	SFT0.LOT01	SFT0.LOT02	SFT0.LOT03	SFT0.LOT04	SFT0.LOT05	SFT0.LOT06	SFT0.LOT07	SFT0.LOT08	VHT0.LOT01	VHT0.LOT02	VHT0.LOT03	VHT0.LOT04	VHT0.LOT06	VHT0.LOT07	VHT0.LOT08	VHT0.LOT10
Hydrolases;Acting on ester bonds;Endodeoxyribonucleases producing 5'-phosphomonoesters;Deoxyribonuclease IV	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.21.2	EC:3.1.21.2	168329.2	1282.67	1723.67	770.8299999999998	1459.0	1496.17	973.33	852.8299999999998	2806.5	2596.17	459.0	1615.17	681.3299999999998	5636.0	1018.33	1944.0	3554.0	6021.0	6419.0	844.17	4598.67	4249.83	1837.17	5308.67	2769.83	811.67	407.83	99.17	201.17	695.5	217.0	1276.17	234.0	4337.67	2421.67	2448.67	2333.67	1982.0	4815.83	3809.67	3391.83	3366.67	3468.67	1137.83	2102.5	957.5	1596.0	4881.5	6739.0	1266.83	3792.0	3745.17	3510.17	4635.33	756.83	1771.0	1142.83	6690.67	3117.67	1278.17	3855.0	2049.0	6039.0	6805.0	3224.0
Hydrolases;Acting on ester bonds;Endodeoxyribonucleases producing 5'-phosphomonoesters;Type I site-specific deoxyribonuclease	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.21.3	EC:3.1.21.3	617433.2	15451.02	4643.02	8918.98	15360.0	18214.02	13530.98	11119.98	17056.0	5412.02	1170.0	3830.02	1915.98	11373.0	4975.98	3956.0	7091.0	29790.0	32045.0	3208.02	21609.02	20669.98	6583.02	26212.02	12634.98	12051.02	1477.98	321.02	738.02	2920.0	623.0	11480.02	630.0	6252.02	1575.02	1380.02	1666.02	6315.0	14606.98	5771.02	2411.98	535.02	607.02	478.98	431.0	2742.0	426.0	280.0	76.0	7107.98	6947.0	15058.02	7419.02	6240.98	4479.980000000001	6558.0	6194.980000000001	34375.02	19185.02	10983.02	21077.0	13699.0	30723.0	35601.0	19219.0
Hydrolases;Acting on ester bonds;Endodeoxyribonucleases producing 5'-phosphomonoesters;Type III site-specific deoxyribonuclease	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.21.5	EC:3.1.21.5	22275.0	146.0	1251.0	263.0	327.0	180.0	118.0	293.0	86.0	0.0	5.0	179.0	212.0	5.0	1.0	0.0	77.0	49.0	26.0	105.0	148.0	69.0	430.0	42.0	287.0	0.0	23.0	13.0	58.0	43.0	61.0	64.0	37.0	3265.0	653.0	723.0	676.0	1305.0	2284.0	3068.0	3127.0	71.0	216.0	378.0	846.0	210.0	190.0	122.0	13.0	3.0	173.0	34.0	105.0	86.0	1.0	14.0	16.0	3.0	6.0	54.0	6.0	9.0	9.0	3.0	8.0
Hydrolases;Acting on ester bonds;Endoribonucleases producing 5'-phosphomonoesters;Ribonuclease Z	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.26.11	EC:3.1.26.11	176157.5	4489.0	1200.0	2523.0	4280.5	4763.5	3757.5	3040.0	4047.0	1227.5	194.8	362.0	419.3	41.2	2083.5	26.9	66.5	5972.0	6420.5	743.5	4464.0	4229.5	1510.5	5270.5	2711.5	2896.0	274.0	2972.0	2321.0	705.5	2671.5	2585.5	137.5	1470.0	2054.0	1891.0	1850.5	1420.0	3241.0	1666.0	807.0	3349.5	3289.0	811.0	1321.5	483.0	1461.0	4859.5	6754.0	206.5	4425.0	4034.0	4792.0	5390.5	18.0	927.0	589.5	7136.5	4332.5	3064.0	4685.4	3153.9	6314.5	7411.5	4541.5
Hydrolases;Acting on ester bonds;Endoribonucleases producing 5'-phosphomonoesters;Ribonuclease E	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.26.12	EC:3.1.26.12	27497.2	149.67	1251.67	266.83	330.0	183.17	121.33	297.83	86.5	0.17	5.0	179.17	212.33	5.0	1.33	0.0	77.0	49.0	26.0	106.17	148.67	69.83	431.17	42.67	287.83	10.67	158.83	61.17	129.17000000000002	47.5	64.0	149.17000000000004	109.0	3268.67	682.67	752.67	701.67	1775.0	2289.83	3069.67	3133.83	71.67	216.67	380.83	847.5	523.5	193.0	122.5	13.0	1118.83	204.0	298.17	126.17	124.33	742.83	999.0	680.83	4.67	6.67	55.17	6.0	9.0	9.0	3.0	9.0
Hydrolases;Acting on ester bonds;Endoribonucleases producing 5'-phosphomonoesters;Ribonuclease III	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.26.3	EC:3.1.26.3	218926.69999999998	4638.67	2451.67	2789.83	4610.5	4946.67	3878.83	3337.83	4133.5	3759.67	573.8	1690.17	757.6299999999999	5653.2	2205.83	1950.9	3582.5	6021.0	6446.5	849.67	4612.67	4299.33	1941.67	5313.17	2999.33	2906.67	432.83	3033.17	2450.17	753.0	2735.5	2734.67	246.5	4738.67	2736.67	2643.67	2552.17	3195.0	5530.83	4735.67	3940.83	3421.17	3505.67	1191.83	2169.0	1006.5	1654.0	4982.0	6767.0	1325.33	4629.0	4332.17	4918.17	5514.83	760.83	1926.0	1270.33	7141.17	4339.17	3119.17	4691.4	3162.9	6323.5	7414.5	4550.5
Hydrolases;Acting on ester bonds;Endoribonucleases producing 5'-phosphomonoesters;Ribonuclease H	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.26.4	EC:3.1.26.4	585618.1000000001	11335.01	5484.51	6708.99	11252.5	12021.01	9299.99	7712.49	11643.5	8741.01	1267.9	3709.51	1913.39	11339.1	6414.99	3924.7	7228.5	18014.0	19286.0	2439.01	13680.51	12782.49	5301.01	15894.51	8536.99	6625.01	1252.99	6153.51	5043.51	2160.0	5627.5	6683.51	691.0	10745.51	7316.01	7045.01	6783.51	8203.0	13876.49	10986.51	8647.49	10148.51	10273.51	3155.99	5646.0	2795.0	4719.5	14806.0	20270.0	3929.99	13223.0	12640.51	13899.51	16002.49	2278.49	5680.0	3746.99	21208.51	12377.01	8398.51	13844.7	8767.7	18844.5	21901.0	13288.5
Hydrolases;Acting on ester bonds;Endoribonucleases producing 5'-phosphomonoesters;Ribonuclease P	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.26.5	EC:3.1.26.5	218926.69999999998	4638.67	2451.67	2789.83	4610.5	4946.67	3878.83	3337.83	4133.5	3759.67	573.8	1690.17	757.6299999999999	5653.2	2205.83	1950.9	3582.5	6021.0	6446.5	849.67	4612.67	4299.33	1941.67	5313.17	2999.33	2906.67	432.83	3033.17	2450.17	753.0	2735.5	2734.67	246.5	4738.67	2736.67	2643.67	2552.17	3195.0	5530.83	4735.67	3940.83	3421.17	3505.67	1191.83	2169.0	1006.5	1654.0	4982.0	6767.0	1325.33	4629.0	4332.17	4918.17	5514.83	760.83	1926.0	1270.33	7141.17	4339.17	3119.17	4691.4	3162.9	6323.5	7414.5	4550.5
Hydrolases;Acting on ester bonds;Endoribonucleases producing 5'-phosphomonoesters;Ribonuclease M5	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.26.8	EC:3.1.26.8	171969.5	4489.0	1200.0	2523.0	4264.5	4757.5	3757.5	3038.0	4047.0	1227.5	193.8	356.0	410.3	41.2	2083.5	25.9	66.5	5972.0	6417.5	742.5	4462.0	4192.5	1440.5	5270.5	2711.5	901.0	273.0	2972.0	2309.0	662.5	2630.5	1140.5	128.5	1458.0	1944.0	1835.0	1770.5	1404.0	3161.0	1611.0	796.0	3343.5	3286.0	807.0	1317.5	474.0	1453.0	4858.5	6750.0	206.5	4425.0	4034.0	4785.0	5386.5	18.0	927.0	589.5	7132.5	4332.5	3064.0	4681.4	3150.9	6311.5	7407.5	4541.5
Hydrolases;Acting on ester bonds;Phosphoric-monoester hydrolases;Alkaline phosphatase	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.3.1	EC:3.1.3.1	13598.2	3.67	0.67	3.83	35.0	15.17	3.33	8.83	0.5	0.17	2.0	12.17	18.33	0.0	0.33	2.0	0.0	0.0	6.0	3.17	4.67	74.83	141.17	0.67	0.83	4000.67	137.83	48.17	95.17	90.5	85.0	2975.17	90.0	27.67	249.67	141.67000000000004	185.67	502.0	165.83	111.67	28.83	12.67	6.67	10.83	9.5	331.5	19.0	2.5	8.0	1115.83	31.0	264.17	35.17	46.33	741.83	985.0	664.83	9.67	0.67	1.17	8.0	6.0	6.0	8.0	1.0
Hydrolases;Acting on ester bonds;Phosphoric-monoester hydrolases;Fructose-bisphosphatase	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.3.11	EC:3.1.3.11	184891.40000000002	3575.34	1092.84	1909.16	3387.0	3958.34	3077.16	2572.66	3392.0	2602.34	528.5	1469.34	491.16	5639.5	1098.16	1948.0	3480.0	5972.0	6420.5	745.34	4460.84	4228.16	1502.34	5270.34	2657.66	2917.34	543.1600000000002	3067.34	2463.34	713.0	2677.0	2753.84	280.5	1281.84	2039.34	1918.34	1880.34	1224.0	2969.66	895.84	319.66	3340.34	3280.84	804.16	1273.0	1075.5	1461.5	4778.0	6744.0	2422.66	4141.0	4297.34	4176.34	5043.66	1500.66	2826.0	1839.66	6901.34	3746.84	2130.34	4072.5	2752.0	6147.0	7141.5	3572.0
Hydrolases;Acting on ester bonds;Phosphoric-monoester hydrolases;Trehalose-phosphatase	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.3.12	EC:3.1.3.12	22275.0	146.0	1251.0	263.0	327.0	180.0	118.0	293.0	86.0	0.0	5.0	179.0	212.0	5.0	1.0	0.0	77.0	49.0	26.0	105.0	148.0	69.0	430.0	42.0	287.0	0.0	23.0	13.0	58.0	43.0	61.0	64.0	37.0	3265.0	653.0	723.0	676.0	1305.0	2284.0	3068.0	3127.0	71.0	216.0	378.0	846.0	210.0	190.0	122.0	13.0	3.0	173.0	34.0	105.0	86.0	1.0	14.0	16.0	3.0	6.0	54.0	6.0	9.0	9.0	3.0	8.0
Hydrolases;Acting on ester bonds;Phosphoric-monoester hydrolases;Histidinol-phosphatase	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.3.15	EC:3.1.3.15	252633.69999999998	5060.67	2767.17	3126.33	5298.5	6061.67	4332.33	3639.83	6643.5	2667.67	546.5	1929.17	1000.33	5672.5	1979.33	1966.5	3604.5	11965.0	12829.0	1383.67	8786.17	8308.83	3009.67	10526.17	5248.33	3606.67	411.33	74.17	245.17	1172.0	278.5	3664.17	183.0	5697.17	1111.67	1142.67	1193.17	3357.0	7929.83	5441.17	4154.83	262.17	444.17	545.3299999999998	1020.0	867.0	331.5	242.0	40.0	1261.33	2683.0	5547.17	2725.17	2339.83	752.83	1222.0	1550.33	13671.17	7416.67	4095.17	8428.5	5141.5	12261.5	14094.0	7675.5
Hydrolases;Acting on ester bonds;Phosphoric-monoester hydrolases;Protein-serine/threonine phosphatase	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.3.16	EC:3.1.3.16	234198.69999999998	4638.67	2451.67	2789.83	4610.5	4946.67	3878.83	3337.83	4133.5	6291.67	947.8	2839.17	883.6299999999999	11260.2	2326.83	3874.9	7021.5	6021.0	6446.5	849.67	4612.67	4299.33	1941.67	5313.17	2999.33	2906.67	432.83	3033.17	2450.17	753.0	2735.5	2734.67	246.5	4738.67	2736.67	2643.67	2552.17	3195.0	5530.83	4735.67	3940.83	3421.17	3505.67	1191.83	2169.0	1006.5	1654.0	4982.0	6767.0	1325.33	4629.0	4332.17	4918.17	5514.83	760.83	1926.0	1270.33	7141.17	4339.17	3119.17	4691.4	3162.9	6323.5	7414.5	4550.5
Hydrolases;Acting on ester bonds;Phosphoric-monoester hydrolases;Phosphoglycolate phosphatase	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.3.18	EC:3.1.3.18	82506.20000000001	2753.67	673.67	1446.83	2452.0	2681.17	2420.33	2099.83	758.5	2538.17	381.0	1200.17	176.32999999999996	5617.0	185.33	1926.0	3450.0	14.0	26.0	107.17	145.67	94.83	188.17	25.67	286.83	15.67	291.8300000000001	80.17	94.17	130.5	77.0	193.17	165.0	200.67	1842.67	1733.67	1636.67	546.0	386.83	106.67	62.83	3259.67	3179.67	736.83	1208.5	603.5	1396.0	4759.5	6727.0	1264.83	3289.0	1702.17	3551.17	4333.33	755.83	1807.0	803.83	287.67	649.67	1016.17	267.0	739.0	160.0	396.0	401.0
Hydrolases;Acting on ester bonds;Phosphoric-monoester hydrolases;Acid phosphatase	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.3.2	EC:3.1.3.2	5222.2	3.67	0.67	3.83	3.0	3.17	3.33	4.83	0.5	0.17	0.0	0.17	0.33	0.0	0.33	0.0	0.0	0.0	0.0	1.17	0.67	0.83	1.17	0.67	0.83	10.67	135.83	48.17	71.17	4.5	3.0	85.17	72.0	3.67	29.67	29.67	25.67	470.0	5.83	1.67	6.83	0.67	0.67	2.83	1.5	313.5	3.0	0.5	0.0	1115.83	31.0	264.17	21.17	38.33	741.83	985.0	664.83	1.67	0.67	1.17	0.0	0.0	0.0	0.0	1.0
Hydrolases;Acting on ester bonds;Phosphoric-monoester hydrolases;Sugar-phosphatase	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.3.23	EC:3.1.3.23	27497.2	149.67	1251.67	266.83	330.0	183.17	121.33	297.83	86.5	0.17	5.0	179.17	212.33	5.0	1.33	0.0	77.0	49.0	26.0	106.17	148.67	69.83	431.17	42.67	287.83	10.67	158.83	61.17	129.17000000000002	47.5	64.0	149.17000000000004	109.0	3268.67	682.67	752.67	701.67	1775.0	2289.83	3069.67	3133.83	71.67	216.67	380.83	847.5	523.5	193.0	122.5	13.0	1118.83	204.0	298.17	126.17	124.33	742.83	999.0	680.83	4.67	6.67	55.17	6.0	9.0	9.0	3.0	9.0
Hydrolases;Acting on ester bonds;Phosphoric-monoester hydrolases;Inositol-phosphate phosphatase	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.3.25	EC:3.1.3.25	177191.69999999998	4492.67	1200.67	2526.83	4267.5	4760.67	3760.83	3042.83	4047.5	1227.67	193.8	356.17	410.63	41.2	2083.83	25.9	66.5	5972.0	6417.5	743.67	4462.67	4193.33	1441.67	5271.17	2712.33	911.67	408.83	3020.17	2380.17	667.0	2633.5	1225.67	200.5	1461.67	1973.67	1864.67	1796.17	1874.0	3166.83	1612.67	802.83	3344.17	3286.67	809.83	1319.0	787.5	1456.0	4859.0	6750.0	1322.33	4456.0	4298.17	4806.17	5424.83	759.83	1912.0	1254.33	7134.17	4333.17	3065.17	4681.4	3150.9	6311.5	7407.5	4542.5
Hydrolases;Acting on ester bonds;Phosphoric-monoester hydrolases;Phosphatidylglycerophosphatase	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.3.27	EC:3.1.3.27	10444.4	7.34	1.34	7.66	6.0	6.34	6.66	9.66	1.0	0.34	0.0	0.34	0.66	0.0	0.66	0.0	0.0	0.0	0.0	2.34	1.34	1.66	2.34	1.34	1.66	21.34	271.66	96.34	142.34	9.0	6.0	170.34	144.0	7.34	59.34	59.34	51.34	940.0	11.66	3.34	13.66	1.34	1.34	5.66	3.0	627.0	6.0	1.0	0.0	2231.66	62.0	528.34	42.34	76.66	1483.66	1970.0	1329.66	3.34	1.34	2.34	0.0	0.0	0.0	0.0	2.0
Hydrolases;Acting on ester bonds;Phosphoric-monoester hydrolases;Phosphoserine phosphatase	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.3.3	EC:3.1.3.3	153107.2	3348.67	2256.67	2071.83	3488.0	4018.17	2992.33	2721.83	3366.5	2602.17	461.0	1624.17	658.3299999999998	5642.0	1078.33	1945.0	3549.0	6007.0	6440.0	747.17	4469.67	4210.83	1760.17	5283.67	2825.83	2807.67	294.8300000000001	67.17	194.17	636.5	194.0	2633.17	150.0	4470.67	980.67	1012.67	1034.67	2034.0	5172.83	3941.67	3416.83	181.67	338.67	475.83	913.5	684.5	281.0	147.5	26.0	1203.83	1516.0	2951.17	1471.17	1248.33	748.83	1117.0	1099.83	6824.67	3734.67	2055.17	4020.0	2731.0	6110.0	7083.0	3534.0
Hydrolases;Acting on ester bonds;Phosphoric-monoester hydrolases;Phosphatidate phosphatase	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.3.4	EC:3.1.3.4	5222.2	3.67	0.67	3.83	3.0	3.17	3.33	4.83	0.5	0.17	0.0	0.17	0.33	0.0	0.33	0.0	0.0	0.0	0.0	1.17	0.67	0.83	1.17	0.67	0.83	10.67	135.83	48.17	71.17	4.5	3.0	85.17	72.0	3.67	29.67	29.67	25.67	470.0	5.83	1.67	6.83	0.67	0.67	2.83	1.5	313.5	3.0	0.5	0.0	1115.83	31.0	264.17	21.17	38.33	741.83	985.0	664.83	1.67	0.67	1.17	0.0	0.0	0.0	0.0	1.0
Hydrolases;Acting on ester bonds;Phosphoric-monoester hydrolases;4-nitrophenylphosphatase	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.3.41	EC:3.1.3.41	171969.5	4489.0	1200.0	2523.0	4264.5	4757.5	3757.5	3038.0	4047.0	1227.5	193.8	356.0	410.3	41.2	2083.5	25.9	66.5	5972.0	6417.5	742.5	4462.0	4192.5	1440.5	5270.5	2711.5	901.0	273.0	2972.0	2309.0	662.5	2630.5	1140.5	128.5	1458.0	1944.0	1835.0	1770.5	1404.0	3161.0	1611.0	796.0	3343.5	3286.0	807.0	1317.5	474.0	1453.0	4858.5	6750.0	206.5	4425.0	4034.0	4785.0	5386.5	18.0	927.0	589.5	7132.5	4332.5	3064.0	4681.4	3150.9	6311.5	7407.5	4541.5
Hydrolases;Acting on ester bonds;Phosphoric-monoester hydrolases;3-deoxy-manno-octulosonate-8-phosphatase	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.3.45	EC:3.1.3.45	4188.0	0.0	0.0	0.0	16.0	6.0	0.0	2.0	0.0	0.0	1.0	6.0	9.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	2.0	37.0	70.0	0.0	0.0	1995.0	1.0	0.0	12.0	43.0	41.0	1445.0	9.0	12.0	110.0	56.0	80.0	16.0	80.0	55.0	11.0	6.0	3.0	4.0	4.0	9.0	8.0	1.0	4.0	0.0	0.0	0.0	7.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	3.0	3.0	4.0	0.0
Hydrolases;Acting on ester bonds;Phosphoric-monoester hydrolases;Protein-tyrosine-phosphatase	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.3.48	EC:3.1.3.48	506619.69999999995	9312.67	3998.67	5169.83	9099.5	10169.67	7800.83	6428.83	10232.5	6425.67	1111.8	3440.17	1578.63	11316.2	4180.83	3915.9	7100.5	17965.0	19254.5	2329.67	13519.67	12668.33	4773.67	15845.17	8134.33	4511.67	951.83	3109.17	2596.17	2061.0	3046.5	4998.67	496.5	7035.67	6345.67	6141.67	5932.17	3665.0	10911.83	6306.67	4491.83	10045.17	10032.67	2739.83	4686.0	1878.5	4495.0	14512.0	20224.0	1664.33	12296.0	11548.17	12428.17	14988.83	791.83	3554.0	2242.33	20721.17	11194.17	6461.17	12603.4	7951.9	18497.5	21353.5	11335.5
Hydrolases;Acting on ester bonds;Phosphoric-monoester hydrolases;5'-nucleotidase	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.3.5	EC:3.1.3.5	66811.79999999999	160.68	1253.68	278.32	371.0	204.68	131.32	316.32	88.0	2532.68	381.0	1340.68	357.32	5612.0	123.32	1926.0	3516.0	49.0	32.0	111.68	154.68	146.32	574.6800000000002	44.68	290.32	4032.68	568.32	205.68	366.68	147.0	155.0	3294.68	343.0	3303.68	991.68	953.68	938.68	3217.0	2467.32	3184.68	3176.32	85.68	224.68	397.32	860.0	1482.0	218.0	126.0	21.0	4466.32	297.0	1090.68	203.68	247.32	2968.32	3954.0	2675.32	17.68	8.68	58.68	14.0	15.0	15.0	11.0	12.0
Hydrolases;Acting on ester bonds;Phosphoric-monoester hydrolases;3'-nucleotidase	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.3.6	EC:3.1.3.6	65780.7	3478.67	1963.17	2260.33	3460.5	3591.67	3026.33	2755.83	1401.5	1163.67	49.3	248.17	276.13000000000005	21.7	1170.33	3.9	105.5	49.0	48.0	110.67	160.17	81.83	461.67	44.17	514.3299999999998	13.67	182.33	62.17	131.17000000000002	61.0	69.5	161.17000000000004	110.0	3623.17	887.67	890.67	839.17	2967.0	2901.83	3934.17	3669.83	116.17	249.17	427.33	906.0	562.0	233.5	217.0	28.0	1177.33	1041.0	885.1700000000002	1526.17	999.83	746.83	1154.0	808.33	451.17	1226.67	1887.17	832.9	1119.9	290.5	608.0	1335.5
Hydrolases;Acting on ester bonds;Phosphoric-monoester hydrolases;3'(2'),5'-bisphosphate nucleotidase	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.3.7	EC:3.1.3.7	201873.90000000002	4496.34	1201.34	2530.66	4286.5	4769.84	3764.16	3049.66	4048.0	3759.84	568.8	1511.34	545.96	5648.2	2205.16	1950.9	3505.5	5972.0	6420.5	745.84	4465.34	4231.16	1512.84	5271.84	2713.16	2917.34	545.6600000000002	3068.34	2463.34	714.5	2677.5	2755.84	281.5	1477.34	2113.34	1950.34	1901.84	2360.0	3252.66	1669.34	820.6600000000002	3350.84	3290.34	816.66	1324.5	1110.0	1467.0	4860.5	6754.0	2438.16	4487.0	4562.34	4834.34	5467.16	1501.66	2897.0	1919.16	7139.84	4333.84	3066.34	4685.4	3153.9	6314.5	7411.5	4543.5
Hydrolases;Acting on ester bonds;Phosphoric-monoester hydrolases;2-phosphosulfolactate phosphatase	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.3.71	EC:3.1.3.71	15272.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2532.0	374.0	1149.0	126.0	5607.0	121.0	1924.0	3439.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hydrolases;Acting on ester bonds;Phosphoric-monoester hydrolases;Adenosylcobalamin/alpha-ribazole phosphatase	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.3.73	EC:3.1.3.73	19460.0	0.0	0.0	0.0	16.0	6.0	0.0	2.0	0.0	2532.0	375.0	1155.0	135.0	5607.0	121.0	1925.0	3439.0	0.0	3.0	1.0	2.0	37.0	70.0	0.0	0.0	1995.0	1.0	0.0	12.0	43.0	41.0	1445.0	9.0	12.0	110.0	56.0	80.0	16.0	80.0	55.0	11.0	6.0	3.0	4.0	4.0	9.0	8.0	1.0	4.0	0.0	0.0	0.0	7.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	3.0	3.0	4.0	0.0
Hydrolases;Acting on ester bonds;Phosphoric-monoester hydrolases;3-phytase	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.3.8	EC:3.1.3.8	4188.0	0.0	0.0	0.0	16.0	6.0	0.0	2.0	0.0	0.0	1.0	6.0	9.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	2.0	37.0	70.0	0.0	0.0	1995.0	1.0	0.0	12.0	43.0	41.0	1445.0	9.0	12.0	110.0	56.0	80.0	16.0	80.0	55.0	11.0	6.0	3.0	4.0	4.0	9.0	8.0	1.0	4.0	0.0	0.0	0.0	7.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	3.0	3.0	4.0	0.0
Hydrolases;Acting on ester bonds;Phosphoric-monoester hydrolases;Diacylglycerol diphosphate phosphatase	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.3.81	EC:3.1.3.81	5222.2	3.67	0.67	3.83	3.0	3.17	3.33	4.83	0.5	0.17	0.0	0.17	0.33	0.0	0.33	0.0	0.0	0.0	0.0	1.17	0.67	0.83	1.17	0.67	0.83	10.67	135.83	48.17	71.17	4.5	3.0	85.17	72.0	3.67	29.67	29.67	25.67	470.0	5.83	1.67	6.83	0.67	0.67	2.83	1.5	313.5	3.0	0.5	0.0	1115.83	31.0	264.17	21.17	38.33	741.83	985.0	664.83	1.67	0.67	1.17	0.0	0.0	0.0	0.0	1.0
Hydrolases;Acting on ester bonds;Phosphoric-monoester hydrolases;D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.3.82	EC:3.1.3.82	5222.2	3.67	0.67	3.83	3.0	3.17	3.33	4.83	0.5	0.17	0.0	0.17	0.33	0.0	0.33	0.0	0.0	0.0	0.0	1.17	0.67	0.83	1.17	0.67	0.83	10.67	135.83	48.17	71.17	4.5	3.0	85.17	72.0	3.67	29.67	29.67	25.67	470.0	5.83	1.67	6.83	0.67	0.67	2.83	1.5	313.5	3.0	0.5	0.0	1115.83	31.0	264.17	21.17	38.33	741.83	985.0	664.83	1.67	0.67	1.17	0.0	0.0	0.0	0.0	1.0
Hydrolases;Acting on ester bonds;Phosphoric-monoester hydrolases;D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.3.83	EC:3.1.3.83	5222.2	3.67	0.67	3.83	3.0	3.17	3.33	4.83	0.5	0.17	0.0	0.17	0.33	0.0	0.33	0.0	0.0	0.0	0.0	1.17	0.67	0.83	1.17	0.67	0.83	10.67	135.83	48.17	71.17	4.5	3.0	85.17	72.0	3.67	29.67	29.67	25.67	470.0	5.83	1.67	6.83	0.67	0.67	2.83	1.5	313.5	3.0	0.5	0.0	1115.83	31.0	264.17	21.17	38.33	741.83	985.0	664.83	1.67	0.67	1.17	0.0	0.0	0.0	0.0	1.0
Hydrolases;Acting on ester bonds;Phosphoric-monoester hydrolases;5'-deoxynucleotidase	https://www.genome.jp/dbget-bin/www_bget?EC:3.1.3.89	EC:3.1.3.89	5222.2	3.67	0.67	3.83	3.0	3.17	3.33	4.83	0.5	0.17	0.0	0.17	0.33	0.0	0.33	0.0	0.0	0.0	0.0	1.17	0.67	0.83	1.17	0.67	0.83	10.67	135.83	48.17	71.17	4.5	3.0	85.17	72.0	3.67	29.67	29.67	25.67	470.0	5.83	1.67	6.83	0.67	0.67	2.83	1.5	313.5	3.0	0.5	0.0	1115.83	31.0	264.17	21.17	38.33	741.83	985.0	664.83	1.67	0.67	1.17	0.0	0.0	0.0	0.0	1.0
